event_id,station,start_time,end_time,fault_type_num,fault_type,affected_variable,original_value,modified_value,severity,injection_parameters
8bd10b79,Chennai,2023-11-20 17:00:00,2023-11-20 22:00:00,5,COMMUNICATION,all,24.8,,burst_missing,dur=6
0ff45f79,Chennai,2024-09-26 04:00:00,2024-09-26 04:00:00,5,COMMUNICATION,temperature_c,26.0,,partial_missing,dur=1
58cd264c,Chennai,2021-07-13 21:00:00,2021-07-13 21:00:00,5,COMMUNICATION,temperature_c,29.5,,partial_missing,dur=1
980b050c,Chennai,2021-02-02 22:00:00,2021-02-02 22:00:00,5,COMMUNICATION,all,25.0,,missing_packet,dur=1
3e484d25,Chennai,2023-05-15 04:00:00,2023-05-15 12:00:00,5,COMMUNICATION,all,28.0,,burst_missing,dur=9
dec56cc3,Chennai,2024-02-24 05:00:00,2024-02-24 05:00:00,5,COMMUNICATION,all,25.3,,missing_packet,dur=1
db547a65,Chennai,2022-04-17 18:00:00,2022-04-17 18:00:00,5,COMMUNICATION,all,30.0,,missing_packet,dur=1
fe00c091,Chennai,2021-07-19 07:00:00,2021-07-19 10:00:00,5,COMMUNICATION,all,27.0,,burst_missing,dur=4
8f4b6b25,Chennai,2021-02-07 15:00:00,2021-02-07 15:00:00,5,COMMUNICATION,all,29.2,,missing_packet,dur=1
b66b964d,Chennai,2022-08-13 02:00:00,2022-08-13 04:00:00,5,COMMUNICATION,all,27.6,,burst_missing,dur=3
72ffa622,Chennai,2023-12-23 17:00:00,2023-12-23 17:00:00,5,COMMUNICATION,temperature_c,25.5,,partial_missing,dur=1
94262803,Chennai,2023-02-22 07:00:00,2023-02-22 07:00:00,5,COMMUNICATION,temperature_c,21.5,,partial_missing,dur=1
271f8440,Chennai,2024-09-30 04:00:00,2024-09-30 04:00:00,5,COMMUNICATION,all,24.9,,missing_packet,dur=1
acbc0983,Chennai,2024-03-02 15:00:00,2024-03-02 15:00:00,5,COMMUNICATION,temperature_c,34.1,,partial_missing,dur=1
dce84603,Chennai,2024-01-04 11:00:00,2024-01-04 15:00:00,5,COMMUNICATION,all,30.0,,burst_missing,dur=5
bcf7e1dd,Chennai,2023-01-28 16:00:00,2023-01-28 22:00:00,5,COMMUNICATION,all,28.1,,burst_missing,dur=7
a5a6cff0,Chennai,2021-08-04 18:00:00,2021-08-04 18:00:00,5,COMMUNICATION,temperature_c,31.5,,partial_missing,dur=1
2a242a76,Chennai,2022-07-09 20:00:00,2022-07-10 03:00:00,5,COMMUNICATION,all,27.8,,burst_missing,dur=8
7ce1e1f6,Chennai,2023-12-03 22:00:00,2023-12-03 22:00:00,5,COMMUNICATION,temperature_c,24.3,,partial_missing,dur=1
580323ed,Chennai,2021-06-30 12:00:00,2021-06-30 12:00:00,5,COMMUNICATION,all,33.5,,missing_packet,dur=1
ff91bc22,Chennai,2024-04-09 15:00:00,2024-04-09 15:00:00,5,COMMUNICATION,temperature_c,33.2,,partial_missing,dur=1
d9a7f938,Chennai,2022-10-14 15:00:00,2022-10-14 15:00:00,6,MULTIVARIATE,temperature_c,28.2,38.2,t_rh_mismatch,
4020e8c1,Chennai,2022-10-30 14:00:00,2022-10-30 14:00:00,6,MULTIVARIATE,temperature_c,25.4,35.4,t_rh_mismatch,
e9717af9,Chennai,2024-04-01 10:00:00,2024-04-01 10:00:00,6,MULTIVARIATE,temperature_c,34.4,44.4,t_rh_mismatch,
62dc2975,Chennai,2024-05-23 00:00:00,2024-05-23 00:00:00,6,MULTIVARIATE,temperature_c,27.5,37.5,t_rh_mismatch,
3a140f9e,Chennai,2023-04-25 13:00:00,2023-04-25 13:00:00,6,MULTIVARIATE,temperature_c,33.3,43.3,t_rh_mismatch,
6b872067,Chennai,2021-11-23 03:00:00,2021-11-23 03:00:00,6,MULTIVARIATE,temperature_c,23.9,33.9,t_rh_mismatch,
1f6e5df1,Chennai,2022-01-10 16:00:00,2022-01-10 16:00:00,6,MULTIVARIATE,temperature_c,27.8,37.8,t_rh_mismatch,
72269333,Chennai,2022-03-24 08:00:00,2022-03-24 08:00:00,6,MULTIVARIATE,relative_humidity_pct,75.0,35.0,moisture_mismatch,
44397d92,Chennai,2023-08-05 17:00:00,2023-08-05 17:00:00,6,MULTIVARIATE,relative_humidity_pct,65.0,25.0,moisture_mismatch,
66bebada,Chennai,2022-04-01 22:00:00,2022-04-01 22:00:00,6,MULTIVARIATE,relative_humidity_pct,90.0,50.0,moisture_mismatch,
1c7be2e2,Chennai,2021-12-13 14:00:00,2021-12-13 14:00:00,6,MULTIVARIATE,relative_humidity_pct,75.0,35.0,moisture_mismatch,
14716376,Chennai,2021-11-19 08:00:00,2021-11-19 08:00:00,6,MULTIVARIATE,temperature_c,26.2,36.2,t_rh_mismatch,
34904c90,Chennai,2023-07-04 19:00:00,2023-07-04 19:00:00,6,MULTIVARIATE,relative_humidity_pct,93.0,53.0,moisture_mismatch,
7d502562,Chennai,2023-01-13 16:00:00,2023-01-13 16:00:00,6,MULTIVARIATE,temperature_c,26.8,36.8,t_rh_mismatch,
1ed0f0af,Chennai,2022-12-20 00:00:00,2022-12-20 00:00:00,6,MULTIVARIATE,temperature_c,24.4,34.4,t_rh_mismatch,
fa375d80,Chennai,2024-09-16 19:00:00,2024-09-16 19:00:00,6,MULTIVARIATE,relative_humidity_pct,78.1,38.099999999999994,moisture_mismatch,
a74d9934,Chennai,2024-10-26 18:00:00,2024-10-26 18:00:00,6,MULTIVARIATE,relative_humidity_pct,85.0,45.0,moisture_mismatch,
77b18c6f,Chennai,2021-06-01 09:00:00,2021-06-01 09:00:00,6,MULTIVARIATE,relative_humidity_pct,50.0,10.0,moisture_mismatch,
421652b6,Chennai,2022-04-01 16:00:00,2022-04-01 16:00:00,6,MULTIVARIATE,relative_humidity_pct,66.0,26.0,moisture_mismatch,
05ae6e3b,Chennai,2022-03-06 13:00:00,2022-03-06 13:00:00,6,MULTIVARIATE,relative_humidity_pct,56.0,16.0,moisture_mismatch,
52a9651e,Chennai,2021-10-08 23:00:00,2021-10-08 23:00:00,6,MULTIVARIATE,temperature_c,27.3,37.3,t_rh_mismatch,
49002406,Chennai,2022-09-16 16:00:00,2022-09-16 16:00:00,6,MULTIVARIATE,temperature_c,31.4,41.4,t_rh_mismatch,
578e1e3e,Chennai,2021-05-01 06:00:00,2021-05-01 06:00:00,6,MULTIVARIATE,temperature_c,27.9,37.9,t_rh_mismatch,
f51de83f,Chennai,2022-10-30 18:00:00,2022-10-30 18:00:00,6,MULTIVARIATE,temperature_c,25.4,35.4,t_rh_mismatch,
12354198,Chennai,2024-07-12 05:00:00,2024-07-12 05:00:00,6,MULTIVARIATE,relative_humidity_pct,83.0,43.0,moisture_mismatch,
bb79edcf,Chennai,2023-11-12 18:00:00,2023-11-12 18:00:00,6,MULTIVARIATE,temperature_c,26.5,36.5,t_rh_mismatch,
4e7d3bfb,Chennai,2022-05-04 16:00:00,2022-05-04 16:00:00,6,MULTIVARIATE,temperature_c,32.1,42.1,t_rh_mismatch,
c5161e97,Chennai,2024-02-20 03:00:00,2024-02-20 03:00:00,6,MULTIVARIATE,temperature_c,22.8,32.8,t_rh_mismatch,
249ebb65,Chennai,2023-05-29 17:00:00,2023-05-29 17:00:00,6,MULTIVARIATE,temperature_c,31.5,41.5,t_rh_mismatch,
9e3918db,Chennai,2024-02-11 15:00:00,2024-02-11 15:00:00,6,MULTIVARIATE,relative_humidity_pct,54.0,14.0,moisture_mismatch,
09939e9c,Chennai,2023-01-11 17:00:00,2023-01-11 17:00:00,6,MULTIVARIATE,temperature_c,25.8,35.8,t_rh_mismatch,
952bb087,Chennai,2023-10-16 00:00:00,2023-10-16 00:00:00,6,MULTIVARIATE,temperature_c,26.0,36.0,t_rh_mismatch,
52b9cacc,Chennai,2024-10-02 21:00:00,2024-10-02 21:00:00,6,MULTIVARIATE,temperature_c,29.0,39.0,t_rh_mismatch,
962b2014,Chennai,2022-05-05 17:00:00,2022-05-05 17:00:00,6,MULTIVARIATE,temperature_c,31.5,41.5,t_rh_mismatch,
502f1d08,Chennai,2024-11-09 09:00:00,2024-11-09 09:00:00,6,MULTIVARIATE,temperature_c,28.6,38.6,t_rh_mismatch,
8f22e744,Chennai,2023-12-31 19:00:00,2023-12-31 19:00:00,6,MULTIVARIATE,temperature_c,24.8,34.8,t_rh_mismatch,
717f5fcc,Chennai,2024-06-24 00:00:00,2024-06-24 00:00:00,6,MULTIVARIATE,relative_humidity_pct,72.0,32.0,moisture_mismatch,
a677c625,Chennai,2023-04-29 09:00:00,2023-04-29 09:00:00,6,MULTIVARIATE,relative_humidity_pct,65.0,25.0,moisture_mismatch,
2a9417b1,Chennai,2021-08-24 21:00:00,2021-08-24 21:00:00,6,MULTIVARIATE,relative_humidity_pct,84.0,44.0,moisture_mismatch,
d4925d5d,Chennai,2021-01-22 18:00:00,2021-01-22 18:00:00,6,MULTIVARIATE,relative_humidity_pct,85.0,45.0,moisture_mismatch,
31874a70,Chennai,2022-07-02 23:00:00,2022-07-02 23:00:00,6,MULTIVARIATE,relative_humidity_pct,80.0,40.0,moisture_mismatch,
3d6bab2a,Chennai,2023-04-10 21:00:00,2023-04-10 21:00:00,6,MULTIVARIATE,temperature_c,27.2,37.2,t_rh_mismatch,
a0853fdf,Chennai,2024-06-20 19:00:00,2024-06-20 19:00:00,6,MULTIVARIATE,relative_humidity_pct,66.0,26.0,moisture_mismatch,
f11189d3,Chennai,2024-09-09 04:00:00,2024-09-09 04:00:00,6,MULTIVARIATE,temperature_c,27.0,37.0,t_rh_mismatch,
4f63d398,Chennai,2022-11-01 08:00:00,2022-11-01 08:00:00,6,MULTIVARIATE,temperature_c,24.6,34.6,t_rh_mismatch,
477f22d3,Chennai,2021-01-18 09:00:00,2021-01-18 09:00:00,6,MULTIVARIATE,relative_humidity_pct,66.0,26.0,moisture_mismatch,
e0266f4f,Chennai,2021-03-07 06:00:00,2021-03-07 06:00:00,6,MULTIVARIATE,temperature_c,23.6,33.6,t_rh_mismatch,
3d412069,Chennai,2023-08-04 23:00:00,2023-08-04 23:00:00,6,MULTIVARIATE,temperature_c,29.0,39.0,t_rh_mismatch,
1a943569,Chennai,2023-07-04 19:00:00,2023-07-04 19:00:00,6,MULTIVARIATE,temperature_c,26.5,36.5,t_rh_mismatch,
92f55134,Chennai,2023-10-25 11:00:00,2023-10-25 11:00:00,6,MULTIVARIATE,relative_humidity_pct,50.0,10.0,moisture_mismatch,
948760ef,Chennai,2021-10-11 20:00:00,2021-10-11 20:00:00,6,MULTIVARIATE,temperature_c,26.5,36.5,t_rh_mismatch,
6dc0e8f7,Chennai,2024-12-17 17:00:00,2024-12-17 17:00:00,6,MULTIVARIATE,temperature_c,24.4,34.4,t_rh_mismatch,
5767e398,Chennai,2024-02-21 09:00:00,2024-02-21 09:00:00,6,MULTIVARIATE,relative_humidity_pct,64.0,24.0,moisture_mismatch,
c539a7e0,Chennai,2021-06-13 13:00:00,2021-06-13 13:00:00,6,MULTIVARIATE,temperature_c,37.0,47.0,t_rh_mismatch,
810da3c8,Chennai,2023-02-04 02:00:00,2023-02-04 02:00:00,6,MULTIVARIATE,temperature_c,24.5,34.5,t_rh_mismatch,
ad42ff2b,Chennai,2021-04-30 21:00:00,2021-04-30 21:00:00,6,MULTIVARIATE,temperature_c,28.6,38.6,t_rh_mismatch,
d16bc3e0,Chennai,2024-11-20 06:00:00,2024-11-20 06:00:00,6,MULTIVARIATE,relative_humidity_pct,81.0,41.0,moisture_mismatch,
3fa444cc,Chennai,2023-10-15 03:00:00,2023-10-15 03:00:00,6,MULTIVARIATE,relative_humidity_pct,97.0,57.0,moisture_mismatch,
29d58b67,Chennai,2021-08-20 20:00:00,2021-08-20 20:00:00,6,MULTIVARIATE,temperature_c,27.6,37.6,t_rh_mismatch,
4e7418ba,Chennai,2024-10-12 03:00:00,2024-10-12 03:00:00,6,MULTIVARIATE,temperature_c,24.8,34.8,t_rh_mismatch,
5c078c44,Chennai,2023-12-13 20:00:00,2023-12-13 20:00:00,6,MULTIVARIATE,temperature_c,24.7,34.7,t_rh_mismatch,
2cbbf1c0,Chennai,2021-06-20 01:00:00,2021-06-20 01:00:00,6,MULTIVARIATE,relative_humidity_pct,68.0,28.0,moisture_mismatch,
2b3492fe,Chennai,2021-12-23 22:00:00,2021-12-23 22:00:00,6,MULTIVARIATE,temperature_c,20.5,30.5,t_rh_mismatch,
abf0a255,Chennai,2023-03-08 11:00:00,2023-03-08 11:00:00,6,MULTIVARIATE,relative_humidity_pct,43.0,3.0,moisture_mismatch,
f205f80a,Chennai,2023-05-11 04:00:00,2023-05-11 04:00:00,6,MULTIVARIATE,relative_humidity_pct,97.0,57.0,moisture_mismatch,
ebbd0070,Chennai,2023-06-10 21:00:00,2023-06-10 21:00:00,6,MULTIVARIATE,relative_humidity_pct,75.0,35.0,moisture_mismatch,
3bb82107,Chennai,2024-05-21 07:00:00,2024-05-21 07:00:00,6,MULTIVARIATE,relative_humidity_pct,91.0,51.0,moisture_mismatch,
9c95c925,Chennai,2022-09-30 21:00:00,2022-09-30 21:00:00,6,MULTIVARIATE,temperature_c,26.7,36.7,t_rh_mismatch,
2527cfac,Chennai,2022-07-08 12:00:00,2022-07-08 12:00:00,6,MULTIVARIATE,temperature_c,32.7,42.7,t_rh_mismatch,
9108784a,Chennai,2021-10-25 13:00:00,2021-10-25 13:00:00,6,MULTIVARIATE,temperature_c,30.2,40.2,t_rh_mismatch,
9a0b3973,Cherrapunji,2021-10-16 12:00:00,2021-10-16 12:00:00,1,SPIKE,temperature_c,26.0,28.35903048337703,small,mag=2.36
6539cb59,Cherrapunji,2022-03-25 20:00:00,2022-03-25 20:00:00,1,SPIKE,surface_pressure_hpa,869.3,874.8416607851563,medium,mag=5.54
ce80549c,Cherrapunji,2024-05-12 14:00:00,2024-05-12 14:00:00,1,SPIKE,surface_pressure_hpa,872.4,870.5454264705119,small,mag=-1.85
813b54fe,Cherrapunji,2024-06-26 15:00:00,2024-06-26 15:00:00,1,SPIKE,surface_pressure_hpa,865.4,867.0832881864112,small,mag=1.68
77013ce5,Cherrapunji,2023-05-08 12:00:00,2023-05-08 12:00:00,1,SPIKE,relative_humidity_pct,52.0,47.844386723071395,small,mag=-4.16
73dfb75d,Cherrapunji,2024-01-16 01:00:00,2024-01-16 01:00:00,1,SPIKE,relative_humidity_pct,68.0,50.688078479629176,medium,mag=-17.31
ab485c70,Cherrapunji,2021-11-26 16:00:00,2021-11-26 16:00:00,1,SPIKE,temperature_c,13.4,29.775715682803998,large,mag=16.38
6d0ffd1a,Cherrapunji,2023-09-06 08:00:00,2023-09-06 08:00:00,1,SPIKE,relative_humidity_pct,72.0,58.741894293597,medium,mag=-13.26
d5e24b36,Cherrapunji,2022-07-21 23:00:00,2022-07-21 23:00:00,1,SPIKE,surface_pressure_hpa,869.1,866.8703839951274,small,mag=-2.23
9b60025a,Cherrapunji,2024-05-19 00:00:00,2024-05-19 00:00:00,1,SPIKE,surface_pressure_hpa,867.7,865.7494238869394,small,mag=-1.95
4821d1b9,Cherrapunji,2023-04-22 21:00:00,2023-04-22 21:00:00,1,SPIKE,relative_humidity_pct,76.0,80.9861639869477,small,mag=4.99
b5705912,Cherrapunji,2024-06-19 05:00:00,2024-06-19 05:00:00,1,SPIKE,relative_humidity_pct,100.0,112.60857135782273,medium,mag=12.61
22f6c8b6,Cherrapunji,2022-12-25 15:00:00,2022-12-25 15:00:00,1,SPIKE,relative_humidity_pct,75.0,117.99456646747383,large,mag=42.99
8ef282e8,Cherrapunji,2021-11-24 10:00:00,2021-11-24 10:00:00,1,SPIKE,temperature_c,18.6,12.90847503195088,medium,mag=-5.69
8762f1e2,Cherrapunji,2021-09-04 21:00:00,2021-09-04 21:00:00,1,SPIKE,relative_humidity_pct,93.0,87.09667573713176,small,mag=-5.90
5788cad8,Cherrapunji,2022-03-07 09:00:00,2022-03-07 09:00:00,1,SPIKE,temperature_c,22.6,17.84908423184001,medium,mag=-4.75
5557a7c9,Cherrapunji,2023-04-11 17:00:00,2023-04-11 17:00:00,1,SPIKE,surface_pressure_hpa,872.0,874.3184993384959,small,mag=2.32
836d0abc,Cherrapunji,2021-04-21 03:00:00,2021-04-21 03:00:00,1,SPIKE,temperature_c,15.0,20.227289451557787,medium,mag=5.23
e6a6a5d0,Cherrapunji,2022-08-11 03:00:00,2022-08-11 03:00:00,1,SPIKE,relative_humidity_pct,94.0,46.92092387036858,large,mag=-47.08
63d7493d,Cherrapunji,2023-06-15 02:00:00,2023-06-15 02:00:00,1,SPIKE,temperature_c,18.9,31.842622663984706,large,mag=12.94
84337cd7,Cherrapunji,2022-02-10 00:00:00,2022-02-10 00:00:00,1,SPIKE,temperature_c,5.4,1.02003148482323,medium,mag=-4.38
b2247cec,Cherrapunji,2021-09-07 01:00:00,2021-09-07 01:00:00,1,SPIKE,surface_pressure_hpa,872.3,894.1397920453622,large,mag=21.84
9855fe9a,Cherrapunji,2022-11-09 19:00:00,2022-11-09 19:00:00,1,SPIKE,relative_humidity_pct,89.0,53.19922744084407,large,mag=-35.80
14027a6d,Cherrapunji,2023-08-30 09:00:00,2023-08-30 09:00:00,1,SPIKE,temperature_c,24.4,30.0797090096913,medium,mag=5.68
d01621c9,Cherrapunji,2023-12-19 00:00:00,2023-12-19 00:00:00,1,SPIKE,temperature_c,6.0,4.0579152340434295,small,mag=-1.94
da0d651b,Cherrapunji,2024-11-03 02:00:00,2024-11-03 02:00:00,1,SPIKE,relative_humidity_pct,85.0,124.68525435920654,large,mag=39.69
e9044f1f,Cherrapunji,2021-05-14 16:00:00,2021-05-14 16:00:00,1,SPIKE,temperature_c,19.0,16.889447472740343,small,mag=-2.11
06282520,Cherrapunji,2023-03-28 00:00:00,2023-03-28 00:00:00,1,SPIKE,temperature_c,14.1,18.716706800235457,medium,mag=4.62
247da09c,Cherrapunji,2022-12-12 10:00:00,2022-12-12 10:00:00,1,SPIKE,relative_humidity_pct,63.0,47.03375967152397,medium,mag=-15.97
92f1bbee,Cherrapunji,2022-04-20 18:00:00,2022-04-20 18:00:00,1,SPIKE,temperature_c,15.6,28.709287323252283,large,mag=13.11
546ba383,Cherrapunji,2021-03-26 20:00:00,2021-03-26 20:00:00,1,SPIKE,relative_humidity_pct,56.0,43.732298451812746,medium,mag=-12.27
9074c307,Cherrapunji,2024-01-10 06:00:00,2024-01-10 06:00:00,1,SPIKE,relative_humidity_pct,93.0,75.97752748719326,medium,mag=-17.02
24ac0923,Cherrapunji,2024-05-19 19:00:00,2024-05-19 19:00:00,1,SPIKE,surface_pressure_hpa,868.2,866.0428232391628,small,mag=-2.16
c591ef8a,Cherrapunji,2022-11-14 06:00:00,2022-11-14 06:00:00,1,SPIKE,temperature_c,11.4,13.64654412592321,small,mag=2.25
84d46f32,Cherrapunji,2021-09-16 15:00:00,2021-09-16 15:00:00,1,SPIKE,relative_humidity_pct,90.0,57.024260063076355,large,mag=-32.98
beef78c1,Cherrapunji,2024-06-15 16:00:00,2024-06-15 16:00:00,1,SPIKE,relative_humidity_pct,95.0,54.431769408337125,large,mag=-40.57
96c35ab5,Cherrapunji,2021-10-06 06:00:00,2021-10-06 06:00:00,1,SPIKE,relative_humidity_pct,90.0,129.62019649730348,large,mag=39.62
176db1a0,Cherrapunji,2022-01-17 17:00:00,2022-01-17 17:00:00,1,SPIKE,temperature_c,10.7,16.12861139826072,medium,mag=5.43
50d96e7f,Cherrapunji,2021-11-28 15:00:00,2021-11-28 15:00:00,1,SPIKE,surface_pressure_hpa,873.1,895.5036026937655,large,mag=22.40
f10ed7b6,Cherrapunji,2021-02-02 15:00:00,2021-02-02 15:00:00,1,SPIKE,surface_pressure_hpa,872.6,849.0059614683873,large,mag=-23.59
93eb0649,Cherrapunji,2021-06-18 09:00:00,2021-06-18 09:00:00,1,SPIKE,relative_humidity_pct,95.0,99.33432957488544,small,mag=4.33
64bc5b09,Cherrapunji,2022-08-30 23:00:00,2022-08-30 23:00:00,1,SPIKE,temperature_c,19.0,17.06130008054752,small,mag=-1.94
e2857729,Cherrapunji,2021-12-23 22:00:00,2021-12-23 22:00:00,1,SPIKE,surface_pressure_hpa,869.2,863.5548719342466,medium,mag=-5.65
1d9575f4,Cherrapunji,2022-06-26 00:00:00,2022-06-26 00:00:00,1,SPIKE,temperature_c,19.1,1.635173085610436,large,mag=-17.46
1413f2d0,Cherrapunji,2023-12-30 20:00:00,2023-12-30 20:00:00,1,SPIKE,temperature_c,10.2,8.282116004514371,small,mag=-1.92
1a442a1a,Cherrapunji,2023-10-14 11:00:00,2023-10-14 11:00:00,1,SPIKE,relative_humidity_pct,72.0,89.50297146469948,medium,mag=17.50
add37134,Cherrapunji,2021-08-18 11:00:00,2021-08-18 11:00:00,1,SPIKE,temperature_c,21.0,36.135372062698856,large,mag=15.14
44f8d119,Cherrapunji,2022-12-08 18:00:00,2022-12-08 18:00:00,1,SPIKE,relative_humidity_pct,76.0,71.70360051741311,small,mag=-4.30
19c92dab,Cherrapunji,2021-07-24 18:00:00,2021-07-24 18:00:00,1,SPIKE,surface_pressure_hpa,865.1,888.6171998798969,large,mag=23.52
7eb6e222,Cherrapunji,2021-03-01 12:00:00,2021-03-01 12:00:00,1,SPIKE,temperature_c,21.3,38.014473781858065,large,mag=16.71
a2c77f4f,Cherrapunji,2021-06-26 01:00:00,2021-06-26 01:00:00,1,SPIKE,surface_pressure_hpa,866.9,871.4282732603407,medium,mag=4.53
f50aa0c4,Cherrapunji,2022-06-24 23:00:00,2022-06-24 23:00:00,1,SPIKE,surface_pressure_hpa,868.3,873.2460932319979,medium,mag=4.95
df8bd92b,Cherrapunji,2024-04-25 20:00:00,2024-04-25 20:00:00,1,SPIKE,temperature_c,18.9,13.663511022796403,medium,mag=-5.24
8b46996f,Cherrapunji,2021-12-18 16:00:00,2021-12-18 16:00:00,1,SPIKE,surface_pressure_hpa,871.1,851.9336580461518,large,mag=-19.17
b93b424d,Cherrapunji,2021-09-09 03:00:00,2021-09-09 03:00:00,1,SPIKE,relative_humidity_pct,94.0,50.06800288257382,large,mag=-43.93
f035f61f,Cherrapunji,2023-06-25 08:00:00,2023-06-25 08:00:00,1,SPIKE,relative_humidity_pct,84.0,67.09568444816833,medium,mag=-16.90
1f37b030,Cherrapunji,2021-12-01 13:00:00,2021-12-01 13:00:00,1,SPIKE,relative_humidity_pct,50.0,35.0502847198441,medium,mag=-14.95
41f6298c,Cherrapunji,2021-04-27 14:00:00,2021-04-27 14:00:00,1,SPIKE,surface_pressure_hpa,871.3,848.3487997992064,large,mag=-22.95
d54e783b,Cherrapunji,2024-06-12 19:00:00,2024-06-12 19:00:00,1,SPIKE,temperature_c,20.0,24.886221226662858,medium,mag=4.89
f448cad2,Cherrapunji,2021-05-19 06:00:00,2021-05-19 06:00:00,1,SPIKE,relative_humidity_pct,98.0,113.6298747947315,medium,mag=15.63
28f0e340,Cherrapunji,2022-04-04 17:00:00,2022-04-04 17:00:00,1,SPIKE,temperature_c,17.6,15.269253755665009,small,mag=-2.33
b98db38d,Cherrapunji,2024-03-28 19:00:00,2024-03-28 19:00:00,1,SPIKE,relative_humidity_pct,85.0,44.73597730789316,large,mag=-40.26
d1a6e40f,Cherrapunji,2023-12-15 14:00:00,2023-12-15 14:00:00,1,SPIKE,relative_humidity_pct,79.0,83.317944885278,small,mag=4.32
b25c6f31,Cherrapunji,2024-09-16 18:00:00,2024-09-16 18:00:00,1,SPIKE,relative_humidity_pct,91.0,125.17039713627295,large,mag=34.17
a442c689,Cherrapunji,2021-03-22 12:00:00,2021-03-22 12:00:00,1,SPIKE,surface_pressure_hpa,875.0,857.4578924253475,large,mag=-17.54
3f066116,Cherrapunji,2023-11-12 02:00:00,2023-11-12 02:00:00,1,SPIKE,temperature_c,11.7,9.734841066297534,small,mag=-1.97
60f430bf,Cherrapunji,2024-03-11 01:00:00,2024-03-11 01:00:00,1,SPIKE,relative_humidity_pct,64.0,26.106369158803666,large,mag=-37.89
ad3a52ae,Cherrapunji,2022-04-17 21:00:00,2022-04-17 21:00:00,1,SPIKE,relative_humidity_pct,97.0,50.23082290603246,large,mag=-46.77
91ec955e,Cherrapunji,2023-08-25 12:00:00,2023-08-25 12:00:00,1,SPIKE,surface_pressure_hpa,865.5,863.5089706087467,small,mag=-1.99
f03378b5,Cherrapunji,2022-08-10 07:00:00,2022-08-10 07:00:00,1,SPIKE,relative_humidity_pct,94.0,98.9491645781231,small,mag=4.95
17fd70ae,Cherrapunji,2022-05-27 01:00:00,2022-05-27 01:00:00,1,SPIKE,surface_pressure_hpa,865.1,859.4246924594866,medium,mag=-5.68
20b76833,Cherrapunji,2023-01-21 21:00:00,2023-01-21 21:00:00,1,SPIKE,relative_humidity_pct,73.0,106.44627073825234,large,mag=33.45
671c7f8b,Cherrapunji,2023-02-04 04:00:00,2023-02-04 04:00:00,1,SPIKE,temperature_c,8.6,2.8923573468289066,medium,mag=-5.71
bad2c450,Cherrapunji,2024-05-02 21:00:00,2024-05-02 21:00:00,1,SPIKE,temperature_c,17.1,19.242156196872777,small,mag=2.14
d3021795,Cherrapunji,2022-02-10 20:00:00,2022-02-10 20:00:00,1,SPIKE,relative_humidity_pct,95.0,62.67916228000761,large,mag=-32.32
2795db87,Cherrapunji,2021-04-05 14:00:00,2021-04-05 14:00:00,1,SPIKE,surface_pressure_hpa,872.0,870.294148727373,small,mag=-1.71
e519fd5d,Cherrapunji,2022-11-03 03:00:00,2022-11-03 03:00:00,1,SPIKE,temperature_c,13.9,27.242620190339856,large,mag=13.34
161d4bdb,Cherrapunji,2023-03-17 20:00:00,2023-03-17 20:00:00,1,SPIKE,surface_pressure_hpa,872.6,878.0187363928965,medium,mag=5.42
3cddef16,Cherrapunji,2024-09-24 07:00:00,2024-09-24 07:00:00,1,SPIKE,relative_humidity_pct,76.0,93.10951703855585,medium,mag=17.11
df97088f,Cherrapunji,2024-01-31 00:00:00,2024-01-31 00:00:00,1,SPIKE,relative_humidity_pct,84.0,70.18712945235389,medium,mag=-13.81
e92083df,Cherrapunji,2024-08-01 01:00:00,2024-08-01 01:00:00,1,SPIKE,surface_pressure_hpa,866.0,849.1815031762512,large,mag=-16.82
80e6e5ca,Cherrapunji,2021-06-16 12:00:00,2021-06-16 12:00:00,1,SPIKE,surface_pressure_hpa,865.6,888.3150273546117,large,mag=22.72
3c0d3f8e,Cherrapunji,2021-08-28 12:00:00,2021-08-28 12:00:00,1,SPIKE,surface_pressure_hpa,868.7,886.9614150225208,large,mag=18.26
fd0b5a98,Cherrapunji,2023-02-03 23:00:00,2023-02-03 23:00:00,1,SPIKE,surface_pressure_hpa,868.8,866.9309730768897,small,mag=-1.87
82483132,Cherrapunji,2023-11-12 21:00:00,2023-11-12 21:00:00,1,SPIKE,relative_humidity_pct,89.0,52.56984111533798,large,mag=-36.43
0a340f7b,Cherrapunji,2022-01-10 17:00:00,2022-01-10 17:00:00,1,SPIKE,surface_pressure_hpa,871.8,893.011731749701,large,mag=21.21
57d4854a,Cherrapunji,2024-02-19 18:00:00,2024-02-19 18:00:00,1,SPIKE,temperature_c,11.0,12.792241662142796,small,mag=1.79
74244193,Cherrapunji,2022-06-29 15:00:00,2022-06-29 15:00:00,1,SPIKE,temperature_c,21.1,7.18248557087381,large,mag=-13.92
eeb20531,Cherrapunji,2024-12-06 19:00:00,2024-12-06 19:00:00,1,SPIKE,temperature_c,10.7,-4.284236970430722,large,mag=-14.98
0c38326f,Cherrapunji,2022-11-12 08:00:00,2022-11-12 08:00:00,1,SPIKE,relative_humidity_pct,66.0,80.4275933677677,medium,mag=14.43
9cc3c603,Cherrapunji,2021-02-23 07:00:00,2021-02-23 07:00:00,1,SPIKE,surface_pressure_hpa,872.9,875.295802984071,small,mag=2.40
